Device Name,Device Type,Serial Number,Product Number (PN),IP Address,Site,Total Interfaces,Up Links,Down Links,Access Port,UP Link Interfaces,Interface Types,Stack,Active PSU,Non Active PSU,Switch Topology,Switch Mode,PSU Count,PSU Model,Total Power Capacity,Power Output (W),Power Input (W),Energy Efficiency%,Power Consumption,Input Packets,Output Packets,RX (MB),TX (MB),Data Traffic Consumed (MB),Data Traffic Consumed (GB),Data Traffic Allocated (MB),Data Throughput per Watt (MB/W),DataTraffic Utilization%,Carbon Emission (kgCO₂),Carbon Emission (tonCO₂),HW End-of-Life (EoL),HW End-of-Support (EoS),HW Last Day of Support,HW Last Date of RFA,HW Security Support EoS,SW Maintenance EoL,SW Vulnerability Support EoS,Error Message
6000-SWT-C020,cisco_ios,FCW2235C0JH,WS-C3850-12S-S,172.31.71.66,Al Taweelah,23,4,19,12,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/4, TenGigabitEthernet1/1/4","2 Virtual, 16 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,4400,4400,100,20.1808,939052,1248889,98.068,119.961,218.029,0.213,11250000,0.05,0.001938,1.778,0.0018,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.
6000-SWT-C021,cisco_ios,FCW2235C0L7,WS-C3850-12S-S,172.31.71.67,Al Taweelah,23,5,18,12,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/3, GigabitEthernet1/0/5, TenGigabitEthernet1/1/3","2 Virtual, 16 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-350WAC,700,4400,4400,100,14.8524,979942,1893996,118.08,178.168,296.248,0.289,12150000,0.067,0.002438,1.778,0.0018,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.
CCTV-PII-SW,cisco_ios,FCW2234C0WL,WS-C3850-12S-S,172.31.71.87,Al Taweelah,24,12,12,12,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/11, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel1","2 Virtual, 16 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-350WAC,700,4400,4400,100,7.0298,1968406,2908054,282.063,343.847,625.91,0.611,42759000,0.142,0.001464,1.778,0.0018,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.
Pro_Water_Dist,cisco_ios,FCW2052C062,WS-C3850-24P,172.31.182.45,Al Taweelah,35,6,29,24,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/22, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel29","28 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,20240,20240,100,1.2392,120426932,55133118,11354.606,4979.059,16333.665,15.951,37440000,0.807,0.043626,8.179,0.0082,,,,,,,,Successfully connected to device.
CEUAEPMOI4R1SW02,cisco_ios,FOC1913U0GY,WS-C3850-48P,172.31.27.113,Al Taweelah,60,12,48,48,"Vlan1000, GigabitEthernet1/0/7, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/19, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/43, GigabitEthernet1/0/48, GigabitEthernet1/1/1","2 Virtual, 52 Gigabit, 4 TenGigabit",FALSE,1,0,Standalone,Power sharing,1,PWR-C1-715WAC,715,15070,15070,100,1.1857,11134782,10637659,6478.289,6231.285,12709.574,12.412,7920000,0.843,0.160474,6.0898,0.0061,,,,,,,,Successfully connected to device.
ATA_WAREHOUSE_1,cisco_ios,FOC2052U0C2,WS-C3850-24P,172.31.182.49,Al Taweelah,44,13,31,24,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan5, Vlan6, Vlan7, Vlan8, Vlan10, Vlan1000, GigabitEthernet1/1/1, TenGigabitEthernet1/1/4, Port-channel32","10 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,20240,20240,100,0.9869,163752261,54020437,15398.889,5108.801,20507.69,20.027,7200000,1.013,0.284829,8.179,0.0082,,,,,,,,Successfully connected to device.
MAIN_SS,cisco_ios,FOC2052X08G,WS-C3850-24P,172.31.182.44,Al Taweelah,36,8,28,24,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/3, GigabitEthernet1/0/21, GigabitEthernet1/0/22, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel28","2 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,20240,20240,100,0.9581,119095649,106464718,11393.515,9732.314,21125.828,20.631,39240000,1.044,0.053837,8.179,0.0082,,,,,,,,Successfully connected to device.
Preparatn_Area_Cool,cisco_ios,FCW2052D08E,WS-C3850-24P,172.31.182.41,Al Taweelah,36,8,28,24,"Vlan1, GigabitEthernet1/0/2, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/22, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel25","2 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,20240,20240,100,0.9306,122187042,109039404,11560.667,10187.668,21748.334,21.239,38430000,1.075,0.056592,8.179,0.0082,,,,,,,,Successfully connected to device.
I-P_0038.3_GF-SW,cisco_ios,FCW2101D1JA,WS-C3850-48P,172.31.182.30,Al Taweelah,67,12,55,48,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan5, Vlan6, Vlan7, Vlan8, Vlan10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/48","10 Virtual, 52 Gigabit, 4 TenGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC,Unknown",1335,23540,23540,100,0.9015,123597494,73796227,16784.723,9328.131,26112.854,25.501,5859000,1.109,0.445688,9.5125,0.0095,,,,,,,,Successfully connected to device.
GIS-ACI-MGMT-SW,cisco_ios,FCW2236D0S6,C9300-24T,172.31.100.41,Al Taweelah,49,11,38,24,"Vlan600, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/3, Loopback0","3 Virtual, 28 Gigabit, 8 TenGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-350WAC,700,5280,5280,100,0.7173,15904579,6162040,4866.032,2495.04,7361.072,7.189,12150000,1.394,0.060585,2.1336,0.0021,,,,,,,,Successfully connected to device.
OMC_TER_GF_SW1,cisco_ios,FCW2101F08H,WS-C3850-48P,172.31.182.50,Al Taweelah,171,39,132,48,"Vlan1, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/15, GigabitEthernet1/0/20, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/33, GigabitEthernet1/0/36, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/44, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/3, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/7, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/15, GigabitEthernet2/0/36, GigabitEthernet2/0/37, GigabitEthernet2/0/39, GigabitEthernet3/0/29, GigabitEthernet3/0/40, GigabitEthernet3/0/41, GigabitEthernet3/0/42, GigabitEthernet3/0/43, GigabitEthernet3/0/44, GigabitEthernet3/0/45, GigabitEthernet3/0/46, GigabitEthernet3/0/47, GigabitEthernet3/0/48, TenGigabitEthernet3/1/3, Port-channel33","156 Gigabit, 12 TenGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,113520,113520,100,0.6132,190323187,1257394341,51136.826,134001.709,185138.535,180.799,63090000,1.631,0.293451,45.8734,0.0459,,,,,,,,Successfully connected to device.
I-P_0038.5_FF-SW,cisco_ios,FCW2101C1LH,WS-C3850-48P,172.31.182.35,Al Taweelah,67,22,45,48,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan6, Vlan7, Vlan10, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/9, GigabitEthernet1/0/12, GigabitEthernet1/0/20, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/35, GigabitEthernet1/0/40, GigabitEthernet1/0/45, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4","10 Virtual, 52 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,37840,37840,100,0.4995,156072952,444765148,28693.796,47069.362,75763.159,73.987,28719000,2.002,0.263808,15.2911,0.0153,,,,,,,,Successfully connected to device.
I-P_0038.2_FF-SW,cisco_ios,FOC2101U1L0,WS-C3850-48P,172.31.182.29,Al Taweelah,67,21,46,48,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan6, Vlan7, Vlan8, Vlan10, GigabitEthernet1/0/3, GigabitEthernet1/0/5, GigabitEthernet1/0/9, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/31, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/37, GigabitEthernet1/0/40, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4","10 Virtual, 52 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,37840,37840,100,0.4758,135834117,462390663,23721.862,55808.511,79530.373,77.666,29880000,2.102,0.266166,15.2911,0.0153,,,,,,,,Successfully connected to device.
OMC_TER_FF_SW1,cisco_ios,FCW2101D1HW,WS-C3850-48P,172.31.182.52,Al Taweelah,228,68,160,48,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/7, GigabitEthernet1/0/10, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/17, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/33, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/44, TenGigabitEthernet1/1/3, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/15, GigabitEthernet2/0/19, GigabitEthernet2/0/24, GigabitEthernet2/0/25, GigabitEthernet2/0/35, GigabitEthernet2/0/37, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet3/0/1, GigabitEthernet3/0/2, GigabitEthernet3/0/3, GigabitEthernet3/0/7, GigabitEthernet3/0/8, GigabitEthernet3/0/24, GigabitEthernet3/0/25, GigabitEthernet3/0/34, GigabitEthernet3/0/40, GigabitEthernet3/0/43, TenGigabitEthernet3/1/3, GigabitEthernet4/0/1, GigabitEthernet4/0/2, GigabitEthernet4/0/8, GigabitEthernet4/0/9, GigabitEthernet4/0/11, GigabitEthernet4/0/13, GigabitEthernet4/0/16, GigabitEthernet4/0/19, GigabitEthernet4/0/23, GigabitEthernet4/0/24, GigabitEthernet4/0/27, GigabitEthernet4/0/31, GigabitEthernet4/0/32, GigabitEthernet4/0/33, GigabitEthernet4/0/35, GigabitEthernet4/0/38, GigabitEthernet4/0/40, GigabitEthernet4/0/41, GigabitEthernet4/0/42, GigabitEthernet4/0/43, GigabitEthernet4/0/44, GigabitEthernet4/0/45, GigabitEthernet4/0/46, GigabitEthernet4/0/47, Port-channel35","208 Gigabit, 16 TenGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,151360,151360,100,0.3336,338052967,2136793459,174559.436,279093.335,453652.77,443.02,84249000,2.997,0.538467,61.1646,0.0612,,,,,,,,Successfully connected to device.
I-P_0038.1_FF-SW,cisco_ios,FOC2229L300,WS-C3850-48P,172.31.182.27,Al Taweelah,59,20,39,48,"Vlan1, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/0/9, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/17, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/47, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4","52 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,37840,37840,100,0.33,83207499,827843308,23726.781,90938.982,114665.763,111.978,32859000,3.03,0.348963,15.2911,0.0153,,,,,,,,Successfully connected to device.
CEUA3-4730-01I01R01SW01,cisco_ios,FOC2234X196,WS-C3850-12S-S,172.31.86.159,Al Taweelah,25,7,18,12,"Vlan100, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/1/1, GigabitEthernet1/1/2, Port-channel1, Port-channel2","2 Virtual, 16 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-350WAC,700,4400,4400,100,0.2977,32249242,31694726,5795.785,8983.507,14779.292,14.433,6750000,3.359,0.218952,1.778,0.0018,4/30/2021,4/30/2022,4/30/2027,4/30/2023,7/29/2026,4/30/2023,4/30/2027,Successfully connected to device.
RADIO_COMM_HUT,cisco_ios,FOC2052U0C3,WS-C3850-24P,172.31.182.24,Al Taweelah,76,15,61,24,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan5, Vlan6, Vlan7, Vlan8, Vlan10, GigabitEthernet1/0/1, GigabitEthernet1/0/6, TenGigabitEthernet1/1/3, GigabitEthernet2/0/1, TenGigabitEthernet2/1/3, Port-channel14","10 Virtual, 56 Gigabit, 8 TenGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-715WAC,2860,40480,40480,100,0.2662,237919417,55839359,84595.608,67476.874,152072.482,148.508,41940000,3.757,0.362595,16.358,0.0164,,,,,,,,Successfully connected to device.
I-P_0038.2_GF-SW,cisco_ios,FOC2101U1NR,WS-C3850-48P,172.31.182.28,Al Taweelah,59,17,42,48,"Vlan1, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/29, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/39, GigabitEthernet1/0/45, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4","2 Virtual, 52 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,37840,37840,100,0.2193,202401113,507803174,72859.851,99727.326,172587.177,168.542,29430000,4.561,0.586433,15.2911,0.0153,,,,,,,,Successfully connected to device.
I-P_0038.4_GF-SW,cisco_ios,FCW2101F09K,WS-C3850-48P,172.31.182.32,Al Taweelah,59,18,41,48,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/13, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/31, GigabitEthernet1/0/33, GigabitEthernet1/0/45, GigabitEthernet1/0/48, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4","2 Virtual, 52 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,37840,37840,100,0.2113,145103407,529577725,72332.031,106761.655,179093.685,174.896,29520000,4.733,0.606686,15.2911,0.0153,,,,,,,,Successfully connected to device.
I-P_0038.1_GF-SW,cisco_ios,FCW2101C1GE,WS-C3850-48P,172.31.182.26,Al Taweelah,58,19,39,48,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/29, GigabitEthernet1/0/31, GigabitEthernet1/0/36, GigabitEthernet1/0/44, GigabitEthernet1/0/45, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4","52 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,37840,37840,100,0.1475,246526213,656929000,110150.275,146472.471,256622.747,250.608,31230000,6.782,0.821719,15.2911,0.0153,,,,,,,,Successfully connected to device.
I-P_0038.5_GF-SW,cisco_ios,FCW2050D1WQ,WS-C3850-48P,172.31.182.34,Al Taweelah,67,21,46,48,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan6, Vlan7, Vlan8, Vlan10, GigabitEthernet1/0/1, GigabitEthernet1/0/13, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/41, GigabitEthernet1/0/43, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4","10 Virtual, 52 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,37840,37840,100,0.1398,362760827,371489551,169491.025,101233.403,270724.428,264.379,29070000,7.154,0.931285,15.2911,0.0153,,,,,,,,Successfully connected to device.
I-P_0038.3_GF-SW2,cisco_ios,FCW2101F09G,WS-C3850-48P,172.31.182.31,Al Taweelah,67,17,50,48,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan5, Vlan6, Vlan7, Vlan8, Vlan10, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/0/8, GigabitEthernet1/0/48, TenGigabitEthernet1/1/4","10 Virtual, 52 Gigabit, 4 TenGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC,Unknown",1335,23540,23540,100,0.1389,244816329,223573460,106979.002,62537.882,169516.884,165.544,18540000,7.201,0.914331,9.5125,0.0095,,,,,,,,Successfully connected to device.
RMB_GF_SW,cisco_ios,FCW2101F12K,WS-C3850-48P,172.31.182.47,Al Taweelah,117,23,94,48,"Vlan1, Vlan10, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/15, GigabitEthernet1/0/27, GigabitEthernet1/0/29, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/39, TenGigabitEthernet1/1/3, GigabitEthernet2/0/6, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, TenGigabitEthernet2/1/3, Port-channel31","3 Virtual, 104 Gigabit, 8 TenGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,75680,75680,100,0.1265,321935917,2877289078,151790.376,446541.287,598331.663,584.308,49860000,7.906,1.200023,30.5823,0.0306,,,,,,,,Successfully connected to device.
ATA-SECURITY,cisco_ios,FCW2045C0ML,WS-C3850-24P,172.31.182.63,Al Taweelah,34,15,19,24,"Vlan1, GigabitEthernet1/0/3, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/1/2, TenGigabitEthernet1/1/4","28 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,20240,20240,100,0.1241,142989660,453298971,67601.914,95455.191,163057.104,159.235,19530000,8.056,0.834906,8.179,0.0082,,,,,,,,Successfully connected to device.
OMC_TER_GF_SW2,cisco_ios,FOC2101U1NJ,WS-C3850-48P,172.31.182.51,Al Taweelah,229,78,151,48,"Vlan1, Vlan10, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/18, GigabitEthernet1/0/24, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/43, GigabitEthernet1/0/48, TenGigabitEthernet1/1/3, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/25, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/31, GigabitEthernet2/0/32, GigabitEthernet2/0/33, GigabitEthernet2/0/34, GigabitEthernet2/0/35, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/44, GigabitEthernet2/0/45, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet3/0/10, GigabitEthernet3/0/12, GigabitEthernet3/0/24, GigabitEthernet3/0/27, GigabitEthernet3/0/28, GigabitEthernet3/0/31, GigabitEthernet3/0/33, GigabitEthernet3/0/34, GigabitEthernet3/0/35, GigabitEthernet3/0/37, GigabitEthernet3/0/38, GigabitEthernet3/0/39, GigabitEthernet3/0/40, GigabitEthernet3/0/42, GigabitEthernet3/0/45, GigabitEthernet3/0/46, TenGigabitEthernet3/1/3, GigabitEthernet4/0/1, GigabitEthernet4/0/4, GigabitEthernet4/0/5, GigabitEthernet4/0/7, GigabitEthernet4/0/8, GigabitEthernet4/0/9, GigabitEthernet4/0/17, GigabitEthernet4/0/18, GigabitEthernet4/0/19, GigabitEthernet4/0/21, GigabitEthernet4/0/22, GigabitEthernet4/0/23, GigabitEthernet4/0/33, GigabitEthernet4/0/36, GigabitEthernet4/0/37, GigabitEthernet4/0/38, GigabitEthernet4/0/39, GigabitEthernet4/0/42, GigabitEthernet4/0/44, GigabitEthernet4/0/45, GigabitEthernet4/0/46, GigabitEthernet4/0/47, Port-channel34","3 Virtual, 208 Gigabit, 16 TenGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,151360,151360,100,0.1086,244767064,14345432097,77435.698,1316339.663,1393775.361,1361.109,88749000,9.208,1.570469,61.1646,0.0612,,,,,,,,Successfully connected to device.
OMC_TER_FF_SW2,cisco_ios,FOC2101X1DN,WS-C3850-48P,172.31.182.53,Al Taweelah,229,68,161,48,"Vlan1, Vlan10, GigabitEthernet1/0/21, GigabitEthernet1/0/31, GigabitEthernet1/0/34, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/39, GigabitEthernet1/0/45, TenGigabitEthernet1/1/3, GigabitEthernet2/0/17, GigabitEthernet2/0/20, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/26, GigabitEthernet2/0/28, GigabitEthernet2/0/30, GigabitEthernet2/0/33, GigabitEthernet2/0/35, GigabitEthernet2/0/37, GigabitEthernet2/0/40, GigabitEthernet2/0/43, GigabitEthernet2/0/45, GigabitEthernet2/0/47, GigabitEthernet3/0/1, GigabitEthernet3/0/2, GigabitEthernet3/0/7, GigabitEthernet3/0/8, GigabitEthernet3/0/14, GigabitEthernet3/0/29, GigabitEthernet3/0/32, GigabitEthernet3/0/42, GigabitEthernet3/0/47, GigabitEthernet3/0/48, TenGigabitEthernet3/1/3, GigabitEthernet4/0/1, GigabitEthernet4/0/3, GigabitEthernet4/0/4, GigabitEthernet4/0/5, GigabitEthernet4/0/6, GigabitEthernet4/0/8, GigabitEthernet4/0/11, GigabitEthernet4/0/15, GigabitEthernet4/0/16, GigabitEthernet4/0/20, GigabitEthernet4/0/21, GigabitEthernet4/0/23, GigabitEthernet4/0/24, GigabitEthernet4/0/25, GigabitEthernet4/0/26, GigabitEthernet4/0/28, GigabitEthernet4/0/29, GigabitEthernet4/0/31, GigabitEthernet4/0/33, GigabitEthernet4/0/35, GigabitEthernet4/0/36, GigabitEthernet4/0/37, GigabitEthernet4/0/38, GigabitEthernet4/0/40, GigabitEthernet4/0/41, GigabitEthernet4/0/42, GigabitEthernet4/0/43, GigabitEthernet4/0/44, GigabitEthernet4/0/45, GigabitEthernet4/0/46, GigabitEthernet4/0/47, GigabitEthernet4/0/48, Port-channel36","3 Virtual, 208 Gigabit, 16 TenGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,151360,151360,100,0.0703,1154374991,2399164317,1322073.754,829962.597,2152036.351,2101.598,76590000,14.218,2.809814,61.1646,0.0612,,,,,,,,Successfully connected to device.
SECURITY_CABIN_GATE8,cisco_ios,FCW2052D06Y,WS-C3850-24P,172.31.182.22,Al Taweelah,45,17,28,24,"Vlan1, Vlan2, Vlan3, Vlan4, Vlan5, Vlan6, Vlan7, Vlan8, Vlan10, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/11, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, Port-channel12","10 Virtual, 28 Gigabit, 4 TenGigabit",FALSE,1,1,Standalone,Power sharing,2,PWR-C1-715WAC,1430,20240,20240,100,0.0672,330294638,187487318,151221.032,150018.344,301239.376,294.179,42120000,14.883,0.715193,8.179,0.0082,,,,,,,,Successfully connected to device.
I-P_0038.4_FF-SW,cisco_ios,FOC2101X1DP,WS-C3850-48P,172.31.182.33,Al Taweelah,59,10,49,48,"Vlan1, GigabitEthernet1/0/19, GigabitEthernet1/0/24, GigabitEthernet1/0/26, GigabitEthernet1/0/31, GigabitEthernet1/0/37, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/47, TenGigabitEthernet1/1/3","2 Virtual, 52 Gigabit, 4 TenGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,37840,37840,100,0.0573,201523804,6012832275,56800.41,603512.199,660312.608,644.837,15759000,17.45,4.190067,15.2911,0.0153,,,,,,,,Successfully connected to device.
