Device Name,Device Type,Serial Number,Product Number (PN),IP Address,Site,Total Interfaces,Up Links,Down Links,Access Port,UP Link Interfaces,Interface Types,Stack,Active PSU,Non Active PSU,Switch Topology,Switch Mode,PSU Count,PSU Model,Total Power Capacity,Power Output (W),Power Input (W),Energy Efficiency%,Power Consumption,Input Packets,Output Packets,RX (MB),TX (MB),Data Traffic Consumed (MB),Data Traffic Consumed (GB),Data Traffic Allocated (MB),Data Throughput per Watt (MB/W),DataTraffic Utilization%,Carbon Emission (kgCO₂),Carbon Emission (tonCO₂),HW End-of-Life (EoL),HW End-of-Support (EoS),HW Last Day of Support,HW Last Date of RFA,HW Security Support EoS,SW Maintenance EoL,SW Vulnerability Support EoS,Error Message
CEUA8KB3GDIDF2R1SW1,cisco_ios,FOC2732Y7MH,C9300-48H,172.31.30.17,Al Taweelah,265,125,140,48,"Vlan1000, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/16, GigabitEthernet1/0/19, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/41, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/9, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/18, GigabitEthernet2/0/21, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/25, GigabitEthernet2/0/26, GigabitEthernet2/0/28, GigabitEthernet2/0/30, GigabitEthernet2/0/34, GigabitEthernet2/0/35, GigabitEthernet2/0/36, GigabitEthernet2/0/37, GigabitEthernet2/0/38, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/45, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet2/0/48, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, GigabitEthernet3/0/1, GigabitEthernet3/0/6, GigabitEthernet3/0/7, GigabitEthernet3/0/8, GigabitEthernet3/0/9, GigabitEthernet3/0/11, GigabitEthernet3/0/12, GigabitEthernet3/0/13, GigabitEthernet3/0/14, GigabitEthernet3/0/15, GigabitEthernet3/0/16, GigabitEthernet3/0/19, GigabitEthernet3/0/20, GigabitEthernet3/0/22, GigabitEthernet3/0/24, GigabitEthernet3/0/25, GigabitEthernet3/0/35, GigabitEthernet3/0/41, GigabitEthernet3/0/42, GigabitEthernet3/0/43, GigabitEthernet3/0/45, GigabitEthernet3/0/47, TenGigabitEthernet3/1/1, AppGigabitEthernet3/0/1, GigabitEthernet4/0/2, GigabitEthernet4/0/5, GigabitEthernet4/0/9, GigabitEthernet4/0/11, GigabitEthernet4/0/12, GigabitEthernet4/0/13, GigabitEthernet4/0/15, GigabitEthernet4/0/19, GigabitEthernet4/0/22, GigabitEthernet4/0/23, GigabitEthernet4/0/24, GigabitEthernet4/0/25, GigabitEthernet4/0/26, GigabitEthernet4/0/31, GigabitEthernet4/0/36, GigabitEthernet4/0/38, GigabitEthernet4/0/43, GigabitEthernet4/0/44, GigabitEthernet4/0/45, GigabitEthernet4/0/48, TenGigabitEthernet4/1/1, AppGigabitEthernet4/0/1, Port-channel1, Port-channel2","2 Virtual, 208 Gigabit, 32 TenGigabit, 8 TwentyFiveGigabit, 8 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC-P,4400,10223,21824,46.84,0.0407,365246194,341636433,279515.15,256070.453,535585.603,523.033,138879000,24.541,0.385649,4.1311,0.0041,,,,,,,,Successfully connected to device.
CEUA7511-2I01R01SW01,cisco_xe,FOC2234Q0KT,C9300-24P,172.31.86.19,Al Taweelah,45,8,37,24,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/23, GigabitEthernet1/0/24, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,2398,5170,46.38,0.0743,45336395,64537108,23774.623,45844.415,69619.038,67.987,5220000,13.466,1.333698,0.969,0.001,,,,,,,,Successfully connected to device.
CEUA8KB3GDIDF1R1SW1,cisco_xe,FOC2732Y7L9,C9300-48H,172.31.30.16,Al Taweelah,265,117,148,48,"Vlan160, Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/9, GigabitEthernet1/0/11, GigabitEthernet1/0/16, GigabitEthernet1/0/19, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/43, GigabitEthernet1/0/45, GigabitEthernet1/0/47, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/9, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/18, GigabitEthernet2/0/19, GigabitEthernet2/0/20, GigabitEthernet2/0/21, GigabitEthernet2/0/22, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/25, GigabitEthernet2/0/26, GigabitEthernet2/0/28, GigabitEthernet2/0/29, GigabitEthernet2/0/37, GigabitEthernet2/0/39, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/45, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet2/0/48, AppGigabitEthernet2/0/1, GigabitEthernet3/0/4, GigabitEthernet3/0/6, GigabitEthernet3/0/14, GigabitEthernet3/0/16, GigabitEthernet3/0/20, GigabitEthernet3/0/21, GigabitEthernet3/0/24, GigabitEthernet3/0/25, GigabitEthernet3/0/26, GigabitEthernet3/0/27, GigabitEthernet3/0/28, GigabitEthernet3/0/29, GigabitEthernet3/0/31, GigabitEthernet3/0/33, GigabitEthernet3/0/34, GigabitEthernet3/0/35, GigabitEthernet3/0/42, GigabitEthernet3/0/45, GigabitEthernet3/0/46, GigabitEthernet3/0/47, AppGigabitEthernet3/0/1, GigabitEthernet4/0/3, GigabitEthernet4/0/4, GigabitEthernet4/0/5, GigabitEthernet4/0/6, GigabitEthernet4/0/8, GigabitEthernet4/0/12, GigabitEthernet4/0/14, GigabitEthernet4/0/16, GigabitEthernet4/0/17, GigabitEthernet4/0/19, GigabitEthernet4/0/20, GigabitEthernet4/0/22, GigabitEthernet4/0/23, GigabitEthernet4/0/24, GigabitEthernet4/0/25, GigabitEthernet4/0/28, GigabitEthernet4/0/30, GigabitEthernet4/0/31, GigabitEthernet4/0/33, GigabitEthernet4/0/34, GigabitEthernet4/0/35, GigabitEthernet4/0/38, GigabitEthernet4/0/39, GigabitEthernet4/0/41, GigabitEthernet4/0/45, GigabitEthernet4/0/46, TenGigabitEthernet4/1/1, AppGigabitEthernet4/0/1, Port-channel1","3 Virtual, 208 Gigabit, 32 TenGigabit, 8 TwentyFiveGigabit, 8 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC-P,4400,10065,21824,46.12,0.0186,710487501,930117060,457683.704,718686.132,1176369.837,1148.799,111780000,53.903,1.052397,4.0673,0.0041,,,,,,,,Successfully connected to device.
CEUA1884ERC-SECNEWBLDG-R01SW01,cisco_ios,FOC2733Y4JP,C9300-48H,172.31.71.91,Al Taweelah,199,104,95,48,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, TenGigabitEthernet1/1/3, TenGigabitEthernet1/1/4, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/9, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/18, GigabitEthernet2/0/19, GigabitEthernet2/0/20, GigabitEthernet2/0/21, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/25, GigabitEthernet2/0/26, GigabitEthernet2/0/28, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/31, GigabitEthernet2/0/32, GigabitEthernet2/0/33, GigabitEthernet2/0/34, GigabitEthernet2/0/35, GigabitEthernet2/0/37, GigabitEthernet2/0/38, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/44, GigabitEthernet2/0/46, GigabitEthernet2/0/48, AppGigabitEthernet2/0/1, GigabitEthernet3/0/1, GigabitEthernet3/0/2, GigabitEthernet3/0/3, GigabitEthernet3/0/4, GigabitEthernet3/0/5, GigabitEthernet3/0/6, GigabitEthernet3/0/7, GigabitEthernet3/0/8, GigabitEthernet3/0/10, TenGigabitEthernet3/1/1, AppGigabitEthernet3/0/1, Port-channel1","2 Virtual, 156 Gigabit, 24 TenGigabit, 6 TwentyFiveGigabit, 6 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC-P,4400,7548,16368,46.11,0.0005,18140482086,15510389860,19778324.12,13182868.22,32961192.34,32188.664,100530000,2013.758,32.787419,3.0501,0.0031,,,,,,,,Successfully connected to device.
CEUA18841I01R01SW01,cisco_xe,FCW2236L0GD,C9300-24P,172.31.71.17,Al Taweelah,45,17,28,24,"Vlan99, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/3, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,9680,21010,46.07,0.0822,135802926,167563057,89602.092,166147.596,255749.688,249.756,25380000,12.173,1.007682,3.9117,0.0039,,,,,,,,Successfully connected to device.
CEUA8KB3FFIDF2R1SW1,cisco_xe,FOC2730YB36,C9300-48H,172.31.30.19,Al Taweelah,70,39,31,48,"Vlan1000, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/7, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/26, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC-P,2200,2484,5456,45.53,0.0148,177651856,218203249,125996.43,242734.773,368731.203,360.089,55800000,67.583,0.660809,1.0038,0.001,,,,,,,,Successfully connected to device.
CEUA1885-1I01R01SW02,cisco_xe,FOC2234Z0JS,C9300-24P,172.31.71.12,Al Taweelah,46,11,35,24,"Vlan99, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/23, GigabitEthernet2/0/24, AppGigabitEthernet2/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,9790,21780,44.95,0.2089,62203005,64646210,52085.694,52172.252,104257.946,101.814,6210000,4.787,1.678872,3.9561,0.004,,,,,,,,Successfully connected to device.
CEUAWAREHOUSEIISW1,cisco_ios,FOC2621Y2TL,C9300-24P,172.31.86.50,Al Taweelah,45,12,33,24,"Vlan99, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/1/1, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",715,2237,5170,43.27,0.0281,103835192,116899585,91405.407,92396.486,183801.893,179.494,6300000,35.552,2.91749,0.904,0.0009,,,,,,,,Successfully connected to device.
CEUA1815-SCGTBR01A01,cisco_ios,FOC2416L2HJ,WS-C3560CX-12PC-S,172.31.27.74,Al Taweelah,19,13,6,12,"Vlan1000, GigabitEthernet0/1, GigabitEthernet0/2, GigabitEthernet0/3, GigabitEthernet0/4, GigabitEthernet0/5, GigabitEthernet0/6, GigabitEthernet0/7, GigabitEthernet0/8, GigabitEthernet0/9, GigabitEthernet0/10, GigabitEthernet0/11, GigabitEthernet0/12","3 Virtual, 16 Gigabit",,,,,,,Built-in,0,3170,7326,43.27,0.0277,153036126,152872812,131988.077,132135.212,264123.289,257.933,5580000,36.053,4.733392,1.281,0.0013,5/1/2023,4/30/2024,4/30/2029,4/30/2025,7/29/2028,4/30/2025,4/30/2029,Successfully connected to device.
CEUA1884-EGA-MAIN-ENTRANCE-gate-SW05,cisco_ios,FDO1931P1D5,WS-C3650-24PS,172.31.71.95,Al Taweelah,31,15,16,24,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/19, GigabitEthernet1/0/23, GigabitEthernet1/1/4","2 Virtual, 28 Gigabit",FALSE,1,0,,,1,PWR-C2-640WAC,640,337.2,780,43.23,0.0016,244029360,253607104,241594.135,243623.642,485217.777,473.845,5760000,622.074,8.42392,0.1363,0.0001,10/31/2020,10/31/2021,10/31/2026,10/31/2022,1/29/2026,10/31/2022,10/31/2026,Successfully connected to device.
CEUAEPMOCB51R01SW02,cisco_ios,FCW2232G0M7,C9300-48U,172.31.27.105,Al Taweelah,71,20,51,48,"Vlan1000, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/15, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, TenGigabitEthernet1/1/3, AppGigabitEthernet1/0/1, Port-channel2, Port-channel3","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC,Unknown",1100,10274,24200,42.45,0.1367,115380303,136798991,83362.146,93678.102,177040.248,172.891,15120000,7.316,1.170901,4.1517,0.0042,,,,,,,,Successfully connected to device.
CUEA231610I01R01SW01,cisco_ios,FOC2720Y24K,C9300-24H,172.31.35.33,Al Taweelah,45,9,36,24,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/18, GigabitEthernet1/0/20, GigabitEthernet1/0/21, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-1100WAC-P",1100,2200,5280,41.67,0.0096,253308284,319005359,188191.372,363983.691,552175.064,539.233,4410000,104.579,12.520977,0.889,0.0009,,,,,,,,Successfully connected to device.
CUEA266610I01R01SW02,cisco_ios,FOC2720Y24J,C9300-24H,172.31.35.38,Al Taweelah,45,12,33,24,"Vlan99, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC-P,2200,2200,5280,41.67,0.0059,390067122,522544570,315437.544,580630.994,896068.537,875.067,5490000,169.71,16.321831,0.889,0.0009,,,,,,,,Successfully connected to device.
CEUA3-2311-02I01R01SW01,cisco_xe,FOC2720Y23S,C9300-24H,172.31.35.91,Al Taweelah,45,9,36,24,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, TenGigabitEthernet1/1/3, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC-P,2200,2178,5280,41.25,15.6005,2073492,514702,191.063,147.387,338.45,0.331,6930000,0.064,0.004884,0.8801,0.0009,,,,,,,,Successfully connected to device.
CEUA3-2311-00I01R01SW01,cisco_xe,FOC2720Y255,C9300-24H,172.31.35.89,Al Taweelah,45,8,37,24,"Vlan100, GigabitEthernet1/0/2, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, TenGigabitEthernet1/1/3, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC-P,Unknown",1100,2178,5280,41.25,15.4512,2105781,524341,195.356,146.367,341.722,0.334,5985000,0.065,0.00571,0.8801,0.0009,,,,,,,,Successfully connected to device.
CEUA3-2311-03I01R01SW01,cisco_xe,FOC2720Y241,C9300-24H,172.31.35.88,Al Taweelah,45,8,37,24,"Vlan100, GigabitEthernet1/0/2, GigabitEthernet1/0/23, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC-P,2200,2178,5280,41.25,13.5787,2237385,674528,215.424,173.419,388.843,0.38,6840000,0.074,0.005685,0.8801,0.0009,,,,,,,,Successfully connected to device.
CUEA223610I01R01SW01,cisco_ios,FOC2720Y25P,C9300-24H,172.31.35.36,Al Taweelah,45,7,38,24,"Vlan99, GigabitEthernet1/0/7, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-1100WAC-P",1100,2178,5280,41.25,8.0838,2658141,830253,482.935,170.223,653.159,0.638,5940000,0.124,0.010996,0.8801,0.0009,,,,,,,,Successfully connected to device.
CUEA221610I01R01SW02,cisco_ios,FOC2720Y24L,C9300-24H,172.31.35.30,Al Taweelah,45,8,37,24,"Vlan99, GigabitEthernet1/0/6, GigabitEthernet1/0/19, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC-P,Unknown",1100,2178,5280,41.25,0.5299,10913333,757171,9794.641,168.958,9963.599,9.73,38430000,1.887,0.025927,0.8801,0.0009,,,,,,,,Successfully connected to device.
CUEA243610I01R01SW02,cisco_xe,FOC2720Y1G9,C9300-24H,172.31.35.32,Al Taweelah,45,8,37,24,"Vlan99, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC-P,Unknown",1100,2178,5280,41.25,0.0597,43509689,53914117,30294.524,58117.235,88411.759,86.34,5220000,16.745,1.693712,0.8801,0.0009,,,,,,,,Successfully connected to device.
CUEA222610I01R01SW01,cisco_ios,FOC2720Y25X,C9300-24H,172.31.35.34,Al Taweelah,45,7,38,24,"Vlan99, GigabitEthernet1/0/21, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC-P,Unknown",1100,2136,5280,40.45,8.3237,2575098,820802,464.417,169.921,634.337,0.619,5940000,0.12,0.010679,0.8632,0.0009,,,,,,,,Successfully connected to device.
CEUA3-2311-05I01R01SW02,cisco_xe,FOC2720Y23L,C9300-24H,172.31.35.87,Al Taweelah,45,3,42,24,"Vlan100, GigabitEthernet1/0/24, AppGigabitEthernet1/0/1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC-P,2200,2134,5280,40.42,27.0475,1036106,276107,99.75,95.463,195.212,0.191,2250000,0.037,0.008676,0.8623,0.0009,,,,,,,,Successfully connected to device.
CUEA241610I01R01SW01,cisco_ios,FOC2719YESY,C9300-24H,172.31.35.39,Al Taweelah,45,7,38,24,"Vlan99, GigabitEthernet1/0/2, GigabitEthernet1/0/22, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC-P,Unknown",1100,2134,5280,40.42,5.931,3748873,2683145,562.295,327.95,890.245,0.869,5940000,0.169,0.014987,0.8623,0.0009,,,,,,,,Successfully connected to device.
CUEA221610I01R01SW01,cisco_ios,FOC2720Y269,C9300-24H,172.31.35.29,Al Taweelah,45,8,37,24,"Vlan99, GigabitEthernet1/0/2, GigabitEthernet1/0/6, GigabitEthernet1/0/24, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"PWR-C1-1100WAC-P,Unknown",1100,2134,5280,40.42,1.1721,5778793,839468,4331.451,173.192,4504.643,4.399,37620000,0.853,0.011974,0.8623,0.0009,,,,,,,,Successfully connected to device.
