DeviceName,DeviceType,Serial Number,Product Number (PN),IP Address,Site,Total Interfaces,Up Links,Down Links,Access Port,UP Link Interfaces,Interface Types,Stack,Active PSU,Non Active PSU,Switch Topology,Switch Mode,PSU Count,PSU Model,Total Power Capacity,Power Output (W),Power Input (W),Energy Efficiency%,Power Consumption,Input Packets,Output Packets,RX (MB),TX (MB),Data Traffic Consumed (MB),Data Traffic Consumed (GB),Data Traffic Allocated (MB),Data Throughput per Watt (MB/W),DataTraffic Utilization%,Carbon Emission (kgCO₂),Carbon Emission (tonCO₂),HW End-of-Life (EoL),HW End-of-Support (EoS),HW Last Day of Support,HW Last Date of RFA,HW Security Support EoS,SW Maintenance EoL,SW Vulnerability Support EoS,Error Message,Carbon Emission (kgCO2)
CEUA8KB3FFIDF1R1SW2,cisco_xe,FDO2035B0S3,WS-C2960XR-48FPD-I,172.31.30.15,AlTaweelah,265,152,113,48,"Vlan162, Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/3, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/9, GigabitEthernet2/0/11, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/18, GigabitEthernet2/0/19, GigabitEthernet2/0/21, GigabitEthernet2/0/25, GigabitEthernet2/0/28, GigabitEthernet2/0/32, GigabitEthernet2/0/36, GigabitEthernet2/0/38, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/44, GigabitEthernet2/0/48, AppGigabitEthernet2/0/1, GigabitEthernet3/0/1, GigabitEthernet3/0/2, GigabitEthernet3/0/3, GigabitEthernet3/0/4, GigabitEthernet3/0/5, GigabitEthernet3/0/6, GigabitEthernet3/0/7, GigabitEthernet3/0/8, GigabitEthernet3/0/9, GigabitEthernet3/0/10, GigabitEthernet3/0/11, GigabitEthernet3/0/12, GigabitEthernet3/0/13, GigabitEthernet3/0/14, GigabitEthernet3/0/15, GigabitEthernet3/0/17, GigabitEthernet3/0/18, GigabitEthernet3/0/19, GigabitEthernet3/0/20, GigabitEthernet3/0/21, GigabitEthernet3/0/22, GigabitEthernet3/0/23, GigabitEthernet3/0/24, GigabitEthernet3/0/25, GigabitEthernet3/0/26, GigabitEthernet3/0/27, GigabitEthernet3/0/28, GigabitEthernet3/0/29, GigabitEthernet3/0/30, GigabitEthernet3/0/31, GigabitEthernet3/0/32, GigabitEthernet3/0/33, GigabitEthernet3/0/35, GigabitEthernet3/0/36, GigabitEthernet3/0/37, GigabitEthernet3/0/38, GigabitEthernet3/0/39, GigabitEthernet3/0/40, GigabitEthernet3/0/41, GigabitEthernet3/0/42, GigabitEthernet3/0/43, GigabitEthernet3/0/44, GigabitEthernet3/0/45, GigabitEthernet3/0/47, AppGigabitEthernet3/0/1, GigabitEthernet4/0/3, GigabitEthernet4/0/6, GigabitEthernet4/0/8, GigabitEthernet4/0/9, GigabitEthernet4/0/10, GigabitEthernet4/0/11, GigabitEthernet4/0/13, GigabitEthernet4/0/14, GigabitEthernet4/0/16, GigabitEthernet4/0/17, GigabitEthernet4/0/18, GigabitEthernet4/0/19, GigabitEthernet4/0/21, GigabitEthernet4/0/22, GigabitEthernet4/0/25, GigabitEthernet4/0/26, GigabitEthernet4/0/29, GigabitEthernet4/0/31, GigabitEthernet4/0/33, GigabitEthernet4/0/34, GigabitEthernet4/0/35, GigabitEthernet4/0/36, GigabitEthernet4/0/37, GigabitEthernet4/0/38, GigabitEthernet4/0/39, GigabitEthernet4/0/40, GigabitEthernet4/0/41, GigabitEthernet4/0/42, GigabitEthernet4/0/44, GigabitEthernet4/0/45, GigabitEthernet4/0/47, GigabitEthernet4/0/48, TenGigabitEthernet4/1/1, AppGigabitEthernet4/0/1, Port-channel1","3 Virtual, 208 Gigabit, 32 TenGigabit, 8 TwentyFiveGigabit, 8 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,12647,21384,59.14,0.4599,44157803,63991924,21170.148,25327.168,46497.316,45.408,151380000,2.174,0.030716,5.1107,0.0051,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,8.6413
CEUA3-Power-maintenance-Cabin-SW01,cisco_xe,FCW2247CH5M,C9300-48P,172.31.35.44,AlTaweelah,69,41,28,48,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/14, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/35, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,3149,5346,58.9,0.0664,61226757,77525380,34848.207,45699.601,80547.809,78.66,30780000,15.067,0.261689,1.2725,0.0013,,,,,,,,Successfully connected to device.,2.1603
CEUA3-7431-01I01R01SW01,cisco_xe,FCW2234D15T,C9300-48U,172.31.86.152,AlTaweelah,70,30,40,48,"Vlan100, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/15, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/26, GigabitEthernet1/0/35, GigabitEthernet1/0/38, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1, Port-channel1","3 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3124,5346,58.44,0.0248,134275145,201111628,62470.513,153330.908,215801.42,210.744,57339000,40.367,0.376361,1.2624,0.0013,,,,,,,,Successfully connected to device.,2.1603
CEUA2-1841-01R01SW01,cisco_xe,FCW2239D0ZS,C9300-48U,172.31.86.47,AlTaweelah,134,65,69,48,"Vlan99, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/32, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/4, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/14, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/19, GigabitEthernet2/0/21, GigabitEthernet2/0/24, GigabitEthernet2/0/25, GigabitEthernet2/0/27, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/33, GigabitEthernet2/0/35, GigabitEthernet2/0/36, GigabitEthernet2/0/37, GigabitEthernet2/0/38, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/44, GigabitEthernet2/0/45, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet2/0/48, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,6196,10692,57.95,0.0081,698730411,722719926,660668.782,664222.651,1324891.433,1293.839,64530000,123.914,2.05314,2.5038,0.0025,,,,,,,,Successfully connected to device.,4.3206
CEUA1842I01R01SW02,cisco_xe,FOC2234Z0KD,C9300-24P,172.31.24.166,AlTaweelah,45,27,18,24,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/24, GigabitEthernet1/1/1, AppGigabitEthernet1/0/1, Port-channel1","2 Virtual, 28 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,2,0,Standalone,Power sharing,2,PWR-C1-715WAC,1430,12100,21010,57.59,0.1663,69194318,87205774,43221.131,83088.892,126310.023,123.35,6030000,6.012,2.094694,4.8896,0.0049,,,,,,,,Successfully connected to device.,8.4901
CEUAEPMOCBN4R1S01,cisco_ios,FCW2233L0CL,C9300-48U,172.31.27.91,AlTaweelah,70,36,34,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/22, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/28, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/36, GigabitEthernet1/0/42, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/3, AppGigabitEthernet1/0/1, Port-channel1, Port-channel2","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,0,Standalone,Power sharing,1,PWR-C1-1100WAC,1100,3076,5346,57.54,0.0172,249271458,202973741,188973.748,122229.631,311203.379,303.91,21987000,58.212,1.415397,1.243,0.0012,,,,,,,,Successfully connected to device.,2.1603
CEUA3-5751-01I01R01SW01,cisco_xe,FCW2242EH8F,C9300-48U,172.31.54.48,AlTaweelah,134,60,74,48,"Vlan99, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/9, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/22, GigabitEthernet1/0/23, GigabitEthernet1/0/26, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/35, GigabitEthernet1/0/42, GigabitEthernet1/0/43, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, GigabitEthernet1/0/48, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/14, GigabitEthernet2/0/17, GigabitEthernet2/0/25, GigabitEthernet2/0/27, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/31, GigabitEthernet2/0/32, GigabitEthernet2/0/33, GigabitEthernet2/0/35, GigabitEthernet2/0/36, GigabitEthernet2/0/38, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/45, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet2/0/48, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, Port-channel1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,6152,10692,57.54,0.01,1300783690,1516918067,439349.894,633961.277,1073311.171,1048.155,62379000,100.385,1.720629,2.486,0.0025,,,,,,,,Successfully connected to device.,4.3206
CEUA2-1841-01R02SW01,cisco_ios,FCW2234E0JV,C9300-48U,172.31.86.48,AlTaweelah,134,62,72,48,"Vlan99, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/5, GigabitEthernet1/0/8, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/24, GigabitEthernet1/0/25, GigabitEthernet1/0/26, GigabitEthernet1/0/28, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/39, GigabitEthernet1/0/46, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/3, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/10, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/19, GigabitEthernet2/0/20, GigabitEthernet2/0/22, GigabitEthernet2/0/23, GigabitEthernet2/0/27, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/31, GigabitEthernet2/0/32, GigabitEthernet2/0/33, GigabitEthernet2/0/34, GigabitEthernet2/0/36, GigabitEthernet2/0/37, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/46, GigabitEthernet2/0/47, GigabitEthernet2/0/48, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,6150,10692,57.52,0.0143,380145235,413703141,369413.714,376777.609,746191.323,728.702,60772500,69.79,1.227844,2.4852,0.0025,,,,,,,,Successfully connected to device.,4.3206
CEUA8KB9IDF1R1SW1,cisco_ios,FDO2035B0RM,WS-C2960XR-48FPD-I,172.31.30.14,AlTaweelah,264,118,146,48,"Vlan1000, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/4, GigabitEthernet1/0/7, GigabitEthernet1/0/8, GigabitEthernet1/0/9, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/18, GigabitEthernet1/0/19, GigabitEthernet1/0/20, GigabitEthernet1/0/21, GigabitEthernet1/0/25, GigabitEthernet1/0/27, GigabitEthernet1/0/28, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/32, GigabitEthernet1/0/33, GigabitEthernet1/0/34, GigabitEthernet1/0/35, GigabitEthernet1/0/36, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/40, GigabitEthernet1/0/41, GigabitEthernet1/0/42, GigabitEthernet1/0/44, GigabitEthernet1/0/45, GigabitEthernet1/0/47, GigabitEthernet1/0/48, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/18, GigabitEthernet2/0/19, GigabitEthernet2/0/20, GigabitEthernet2/0/22, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/25, GigabitEthernet2/0/26, GigabitEthernet2/0/27, GigabitEthernet2/0/29, GigabitEthernet2/0/30, GigabitEthernet2/0/31, GigabitEthernet2/0/34, GigabitEthernet2/0/37, GigabitEthernet2/0/38, GigabitEthernet2/0/39, GigabitEthernet2/0/40, GigabitEthernet2/0/43, GigabitEthernet2/0/47, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, GigabitEthernet3/0/1, GigabitEthernet3/0/3, GigabitEthernet3/0/4, GigabitEthernet3/0/5, GigabitEthernet3/0/6, GigabitEthernet3/0/11, GigabitEthernet3/0/12, GigabitEthernet3/0/13, GigabitEthernet3/0/19, GigabitEthernet3/0/21, GigabitEthernet3/0/22, GigabitEthernet3/0/34, GigabitEthernet3/0/35, GigabitEthernet3/0/43, GigabitEthernet3/0/44, GigabitEthernet3/0/47, GigabitEthernet3/0/48, TenGigabitEthernet3/1/1, AppGigabitEthernet3/0/1, GigabitEthernet4/0/1, GigabitEthernet4/0/2, GigabitEthernet4/0/3, GigabitEthernet4/0/5, GigabitEthernet4/0/6, GigabitEthernet4/0/8, GigabitEthernet4/0/9, GigabitEthernet4/0/11, GigabitEthernet4/0/13, GigabitEthernet4/0/15, GigabitEthernet4/0/16, GigabitEthernet4/0/32, GigabitEthernet4/0/35, GigabitEthernet4/0/36, GigabitEthernet4/0/37, GigabitEthernet4/0/40, GigabitEthernet4/0/41, GigabitEthernet4/0/42, GigabitEthernet4/0/43, GigabitEthernet4/0/44, GigabitEthernet4/0/45, GigabitEthernet4/0/47, GigabitEthernet4/0/48, TenGigabitEthernet4/1/1, AppGigabitEthernet4/0/1, Port-channel1","2 Virtual, 208 Gigabit, 32 TenGigabit, 8 TwentyFiveGigabit, 8 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,12173,21384,56.93,0.016,941427336,997450247,605931.27,726725.318,1332656.588,1301.422,113778000,62.32,1.171278,4.9191,0.0049,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,8.6413
CEUA1842I02R02SW02,cisco_xe,FOC2232Z0Y8,C9300-48U,172.31.24.133,AlTaweelah,266,20,246,48,"Vlan1000, GigabitEthernet1/0/23, GigabitEthernet1/0/24, GigabitEthernet1/0/35, GigabitEthernet1/0/38, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, AppGigabitEthernet2/0/1, TenGigabitEthernet3/1/1, AppGigabitEthernet3/0/1, GigabitEthernet4/0/13, GigabitEthernet4/0/14, GigabitEthernet4/0/15, GigabitEthernet4/0/16, GigabitEthernet4/0/17, GigabitEthernet4/0/18, GigabitEthernet4/0/19, GigabitEthernet4/0/20, AppGigabitEthernet4/0/1, Port-channel1","2 Virtual, 208 Gigabit, 32 TenGigabit, 8 TwentyFiveGigabit, 8 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,PWR-C1-1100WAC,4400,12156,21384,56.85,0.323,37366284,46575493,22532.487,43674.041,66206.528,64.655,41130000,3.096,0.160969,4.9122,0.0049,,,,,,,,Successfully connected to device.,8.6413
CEUAEPMOI3R1SW01,cisco_ios,FCW2230G11W,C9300-48U,172.31.27.75,AlTaweelah,69,20,49,48,"Vlan1000, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/6, GigabitEthernet1/0/7, GigabitEthernet1/0/10, GigabitEthernet1/0/11, GigabitEthernet1/0/12, GigabitEthernet1/0/13, GigabitEthernet1/0/14, GigabitEthernet1/0/16, GigabitEthernet1/0/17, GigabitEthernet1/0/24, GigabitEthernet1/0/37, GigabitEthernet1/0/38, GigabitEthernet1/0/39, GigabitEthernet1/0/47, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1","2 Virtual, 52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,PWR-C1-1100WAC,2200,3036,5346,56.79,0.0682,65929832,70016428,38856.446,39479.962,78336.408,76.5,16740000,14.653,0.467959,1.2268,0.0012,,,,,,,,Successfully connected to device.,2.1603
CEUA8KB3FFIDF2R1SW2,cisco_xe,FDO2035B0NC,WS-C2960XR-48FPD-I,172.31.30.23,AlTaweelah,134,55,79,48,"Vlan1000, GigabitEthernet1/0/2, GigabitEthernet1/0/5, GigabitEthernet1/0/7, GigabitEthernet1/0/11, GigabitEthernet1/0/14, GigabitEthernet1/0/15, GigabitEthernet1/0/17, GigabitEthernet1/0/22, GigabitEthernet1/0/27, GigabitEthernet1/0/29, GigabitEthernet1/0/30, GigabitEthernet1/0/31, GigabitEthernet1/0/35, GigabitEthernet1/0/39, GigabitEthernet1/0/41, GigabitEthernet1/0/44, GigabitEthernet1/0/46, TenGigabitEthernet1/1/1, AppGigabitEthernet1/0/1, GigabitEthernet2/0/1, GigabitEthernet2/0/2, GigabitEthernet2/0/3, GigabitEthernet2/0/4, GigabitEthernet2/0/5, GigabitEthernet2/0/6, GigabitEthernet2/0/7, GigabitEthernet2/0/8, GigabitEthernet2/0/9, GigabitEthernet2/0/10, GigabitEthernet2/0/11, GigabitEthernet2/0/12, GigabitEthernet2/0/13, GigabitEthernet2/0/14, GigabitEthernet2/0/15, GigabitEthernet2/0/16, GigabitEthernet2/0/17, GigabitEthernet2/0/18, GigabitEthernet2/0/20, GigabitEthernet2/0/23, GigabitEthernet2/0/24, GigabitEthernet2/0/32, GigabitEthernet2/0/33, GigabitEthernet2/0/35, GigabitEthernet2/0/36, GigabitEthernet2/0/37, GigabitEthernet2/0/38, GigabitEthernet2/0/40, GigabitEthernet2/0/41, GigabitEthernet2/0/42, GigabitEthernet2/0/43, GigabitEthernet2/0/44, TenGigabitEthernet2/1/1, AppGigabitEthernet2/0/1, Port-channel1","2 Virtual, 104 Gigabit, 16 TenGigabit, 4 TwentyFiveGigabit, 4 FortyGigabit",TRUE,4,0,Standalone,Power sharing,4,"PWR-C1-1100WAC,PWR-C1-715WAC",3630,6062,10692,56.7,0.0865,128882204,124074298,64711.58,58884.347,123595.927,120.699,75060000,11.56,0.164663,2.4497,0.0024,10/31/2020,10/31/2022,10/31/2027,10/31/2023,1/29/2027,10/31/2023,10/31/2027,Successfully connected to device.,4.3206
ATA_WAR_RECV2,cisco_ios,FCW2247CH5J,C9300-48P,172.31.182.59,AlTaweelah,67,14,53,48,"Vlan1, GigabitEthernet1/0/1, GigabitEthernet1/0/2, GigabitEthernet1/0/3, GigabitEthernet1/0/5, GigabitEthernet1/0/6, GigabitEthernet1/0/8, GigabitEthernet1/0/43, GigabitEthernet1/0/45, GigabitEthernet1/0/46, GigabitEthernet1/0/47, TenGigabitEthernet1/1/1, TenGigabitEthernet1/1/2, AppGigabitEthernet1/0/1","52 Gigabit, 8 TenGigabit, 2 TwentyFiveGigabit, 2 FortyGigabit",FALSE,1,1,Standalone,Power sharing,2,"Unknown,PWR-C1-715WAC",715,3031,5346,56.7,0.0356,174474259,305251321,69412.382,80709.316,150121.698,146.603,8100000,28.081,1.853354,1.2248,0.0012,,,,,,,,Successfully connected to device.,2.1603
